RVA,Runtime,Type,Module,Label,Original,EXE_Value
0x301ef,0x4301ee,Sing,Chassis,???,0,0
0x306cf,0x4306ce,Sing,Chassis,???,0,0
0x30b96,0x430b95,Sing,Chassis,???,0,0
0x3108a,0x431089,Sing,Chassis,???,0,0
0x3156f,0x43156e,Sing,Chassis,???,0,0
0x31a4f,0x431a4e,Sing,Chassis,???,0,0
0x31f2f,0x431f2e,Sing,Chassis,???,0,0
0x3240d,0x43240c,Sing,Chassis,???,0,0
0x328ed,0x4328ec,Sing,Chassis,???,0,0
0x2c2c9,0x42c2c8,Sing,Chassis,???,0,0
0x2c7a9,0x42c7a8,Sing,Chassis,???,0,0
0x2cc89,0x42cc88,Sing,Chassis,???,0,0
0x2d169,0x42d168,Sing,Chassis,???,0,0
0x2d642,0x42d641,Sing,Chassis,???,0,0
0x2db14,0x42db13,Sing,Chassis,???,0,0
0x2dfe9,0x42dfe8,Sing,Chassis,???,0,0
0x2e4c9,0x42e4c8,Sing,Chassis,???,0,0
0x2e9a9,0x42e9a8,Sing,Chassis,???,0,0
0x2ee89,0x42ee88,Sing,Chassis,???,0,0
0x2f362,0x42f361,Sing,Chassis,???,0,0
0x2f834,0x42f833,Sing,Chassis,???,0,0
0x2fd09,0x42fd08,Sing,Chassis,???,0,0
0x301f9,0x4301f8,Sing,Chassis,???,0,0
0x306d9,0x4306d8,Sing,Chassis,???,0,0
0x30bb2,0x430bb1,Sing,Chassis,???,0,0
0x31094,0x431093,Sing,Chassis,???,0,0
0x31579,0x431578,Sing,Chassis,???,0,0
0x31a59,0x431a58,Sing,Chassis,???,0,0
0x31f39,0x431f38,Sing,Chassis,???,0,0
0x32417,0x432416,Sing,Chassis,???,0,0
0x328f7,0x4328f6,Sing,Chassis,???,0,0
0x2ea515,0x6ea514,Sing,Chassis,??? (in),5,5
0x2c2d3,0x42c2d2,Sing,Chassis,???,10000,10000
0x2c7b3,0x42c7b2,Sing,Chassis,???,10000,10000
0x2cc93,0x42cc92,Sing,Chassis,???,21000,21000
0x2d173,0x42d172,Sing,Chassis,???,14000,14000
0x2d64c,0x42d64b,Sing,Chassis,???,14000,14000
0x2db1e,0x42db1d,Sing,Chassis,???,10000,10000
0x2dff3,0x42dff2,Sing,Chassis,???,10000,10000
0x2e4d3,0x42e4d2,Sing,Chassis,???,10000,10000
0x2e9b3,0x42e9b2,Sing,Chassis,???,21000,21000
0x2ee93,0x42ee92,Sing,Chassis,???,14000,14000
0x2f36c,0x42f36b,Sing,Chassis,???,14000,14000
0x2f83e,0x42f83d,Sing,Chassis,???,10000,10000
0x2fd13,0x42fd12,Sing,Chassis,???,10000,10000
0x30203,0x430202,Sing,Chassis,???,21000,21000
0x306e3,0x4306e2,Sing,Chassis,???,14000,14000
0x30bbc,0x430bbb,Sing,Chassis,???,14000,14000
0x3109e,0x43109d,Sing,Chassis,???,10000,10000
0x31583,0x431582,Sing,Chassis,???,14000,14000
0x31a63,0x431a62,Sing,Chassis,???,16000,16000
0x31f43,0x431f42,Sing,Chassis,???,11000,11000
0x32421,0x432420,Sing,Chassis,???,11000,11000
0x32901,0x432900,Sing,Chassis,???,8000,8000
0x2c2dd,0x42c2dc,Sing,Chassis,???,1,1
0x2c7bd,0x42c7bc,Sing,Chassis,???,1,1
0x2cc9d,0x42cc9c,Sing,Chassis,???,1,1
0x2d17d,0x42d17c,Sing,Chassis,???,1,1
0x2d656,0x42d655,Sing,Chassis,???,1,1
0x2db28,0x42db27,Sing,Chassis,???,1,1
0x2dffd,0x42dffc,Sing,Chassis,???,1,1
0x2e4dd,0x42e4dc,Sing,Chassis,???,1,1
0x2e9bd,0x42e9bc,Sing,Chassis,???,1,1
0x2ee9d,0x42ee9c,Sing,Chassis,???,1,1
0x2f376,0x42f375,Sing,Chassis,???,1,1
0x2f848,0x42f847,Sing,Chassis,???,1,1
0x2fd1d,0x42fd1c,Sing,Chassis,???,1,1
0x3020d,0x43020c,Sing,Chassis,???,1,1
0x306ed,0x4306ec,Sing,Chassis,???,1,1
0x30bc6,0x430bc5,Sing,Chassis,???,1,1
0x310a8,0x4310a7,Sing,Chassis,???,1,1
0x3158d,0x43158c,Sing,Chassis,???,1,1
0x31a6d,0x431a6c,Sing,Chassis,???,1,1
0x31f4d,0x431f4c,Sing,Chassis,???,1,1
0x3242b,0x43242a,Sing,Chassis,???,1,1
0x3290b,0x43290a,Sing,Chassis,???,1,1
0x2ccad,0x42ccac,Long,Chassis,???,2,2
0x2d18d,0x42d18c,Long,Chassis,???,2,2
0x2d660,0x42d65f,Long,Chassis,???,2,2
0x2db38,0x42db37,Long,Chassis,???,2,2
0x2e9cd,0x42e9cc,Long,Chassis,???,2,2
0x2eead,0x42eeac,Long,Chassis,???,2,2
0x2f380,0x42f37f,Long,Chassis,???,2,2
0x2f858,0x42f857,Long,Chassis,???,2,2
0x2fd2d,0x42fd2c,Long,Chassis,???,2,2
0x3021d,0x43021c,Long,Chassis,???,2,2
0x306fd,0x4306fc,Long,Chassis,???,2,2
0x30bd0,0x430bcf,Long,Chassis,???,2,2
0x310b8,0x4310b7,Long,Chassis,???,2,2
0x3159d,0x43159c,Long,Chassis,???,1,1
0x31a7d,0x431a7c,Long,Chassis,???,1,1
0x31f5d,0x431f5c,Long,Chassis,???,1,1
0x3243b,0x43243a,Long,Chassis,???,1,1
0x3291b,0x43291a,Long,Chassis,???,1,1
0x2ecfc9,0x6ecfc8,Sing,Chassis,??? Frontal Area (sq ft),20,20
0x2ee5b1,0x6ee5b0,Sing,Chassis,??? Frontal Area (sq ft),25,25
0x2c2f2,0x42c2f1,Sing,Chassis,??? Drag,0.33,0.33
0x2c7d2,0x42c7d1,Sing,Chassis,??? Drag,0.406081,0.406081
0x2ccb7,0x42ccb6,Sing,Chassis,??? Drag,0.521431,0.521431
0x2d197,0x42d196,Sing,Chassis,??? Drag,0.541431,0.541431
0x2d670,0x42d66f,Sing,Chassis,??? Drag,0.541431,0.541431
0x2db42,0x42db41,Sing,Chassis,??? Drag,0.791431,0.791431
0x2e012,0x42e011,Sing,Chassis,??? Drag,0.33,0.33
0x2e4f2,0x42e4f1,Sing,Chassis,??? Drag,0.406081,0.406081
0x2e9d7,0x42e9d6,Sing,Chassis,??? Drag,0.521431,0.521431
0x2eeb7,0x42eeb6,Sing,Chassis,??? Drag,0.541431,0.541431
0x2f390,0x42f38f,Sing,Chassis,??? Drag,0.541431,0.541431
0x2f862,0x42f861,Sing,Chassis,??? Drag,0.791431,0.791431
0x2fd37,0x42fd36,Sing,Chassis,??? Drag,0.56,0.56
0x30227,0x430226,Sing,Chassis,??? Drag,0.57,0.57
0x30707,0x430706,Sing,Chassis,??? Drag,0.57,0.57
0x30be0,0x430bdf,Sing,Chassis,??? Drag,0.57,0.57
0x310c2,0x4310c1,Sing,Chassis,??? Drag,0.82,0.82
0x315a7,0x4315a6,Sing,Chassis,??? Drag,0.5115,0.5115
0x31a87,0x431a86,Sing,Chassis,??? Drag,0.54,0.54
0x31f67,0x431f66,Sing,Chassis,??? Drag,0.56,0.56
0x32445,0x432444,Sing,Chassis,??? Drag,0.56,0.56
0x32925,0x432924,Sing,Chassis,??? Drag,0.81,0.81
0x2c2fc,0x42c2fb,Sing,Chassis,??? Downforce,-0.22,-0.22
0x2c7dc,0x42c7db,Sing,Chassis,??? Downforce,-0.181044,-0.181044
0x2ccc1,0x42ccc0,Sing,Chassis,??? Downforce,-0.261369,-0.261369
0x2d1a1,0x42d1a0,Sing,Chassis,??? Downforce,-0.281369,-0.281369
0x2d67a,0x42d679,Sing,Chassis,??? Downforce,-0.281369,-0.281369
0x2db4c,0x42db4b,Sing,Chassis,??? Downforce,-0.271369,-0.271369
0x2e01c,0x42e01b,Sing,Chassis,??? Downforce,-0.22,-0.22
0x2e4fc,0x42e4fb,Sing,Chassis,??? Downforce,-0.181044,-0.181044
0x2e9e1,0x42e9e0,Sing,Chassis,??? Downforce,-0.251369,-0.251369
0x2eec1,0x42eec0,Sing,Chassis,??? Downforce,-0.271369,-0.271369
0x2f39a,0x42f399,Sing,Chassis,??? Downforce,-0.271369,-0.271369
0x2f86c,0x42f86b,Sing,Chassis,??? Downforce,-0.261369,-0.261369
0x2fd41,0x42fd40,Sing,Chassis,??? Downforce,-0.16,-0.16
0x30231,0x430230,Sing,Chassis,??? Downforce,-0.18,-0.18
0x30711,0x430710,Sing,Chassis,??? Downforce,-0.2,-0.2
0x30bea,0x430be9,Sing,Chassis,??? Downforce,-0.2,-0.2
0x310cc,0x4310cb,Sing,Chassis,??? Downforce,-0.19,-0.19
0x315b1,0x4315b0,Sing,Chassis,??? Downforce,-0.21,-0.21
0x31a91,0x431a90,Sing,Chassis,??? Downforce,-0.23,-0.23
0x31f71,0x431f70,Sing,Chassis,??? Downforce,-0.25,-0.25
0x3244f,0x43244e,Sing,Chassis,??? Downforce,-0.25,-0.25
0x3292f,0x43292e,Sing,Chassis,??? Downforce,-0.24,-0.24
0x2c306,0x42c305,Sing,Chassis,???,-0.024775,-0.024775
0x2c7e6,0x42c7e5,Sing,Chassis,???,-0.057281,-0.057281
0x2cccb,0x42ccca,Sing,Chassis,???,-0.018387,-0.018387
0x2d1ab,0x42d1aa,Sing,Chassis,???,-0.018387,-0.018387
0x2d684,0x42d683,Sing,Chassis,???,-0.018387,-0.018387
0x2db56,0x42db55,Sing,Chassis,???,-0.018387,-0.018387
0x2e026,0x42e025,Sing,Chassis,???,-0.024775,-0.024775
0x2e506,0x42e505,Sing,Chassis,???,-0.057281,-0.057281
0x2e9eb,0x42e9ea,Sing,Chassis,???,-0.018387,-0.018387
0x2eecb,0x42eeca,Sing,Chassis,???,-0.018387,-0.018387
0x2f3a4,0x42f3a3,Sing,Chassis,???,-0.018387,-0.018387
0x2f876,0x42f875,Sing,Chassis,???,-0.018387,-0.018387
0x2fd4b,0x42fd4a,Sing,Chassis,???,-0.057,-0.057
0x3023b,0x43023a,Sing,Chassis,???,-0.01,-0.01
0x3071b,0x43071a,Sing,Chassis,???,-0.01,-0.01
0x30bf4,0x430bf3,Sing,Chassis,???,-0.01,-0.01
0x310d6,0x4310d5,Sing,Chassis,???,-0.01,-0.01
0x315bb,0x4315ba,Sing,Chassis,???,0.02,0.02
0x31a9b,0x431a9a,Sing,Chassis,???,0.02,0.02
0x31f7b,0x431f7a,Sing,Chassis,???,0.02,0.02
0x32459,0x432458,Sing,Chassis,???,0.02,0.02
0x32939,0x432938,Sing,Chassis,???,0.004,0.004
0x2ccd5,0x42ccd4,Sing,Chassis,???,0,0
0x2d1b5,0x42d1b4,Sing,Chassis,???,0,0
0x2d68e,0x42d68d,Sing,Chassis,???,0,0
0x2db60,0x42db5f,Sing,Chassis,???,0,0
0x2e9f5,0x42e9f4,Sing,Chassis,???,0,0
0x2ee565,0x6ee564,Sing,Chassis,???,-0.003,-0.003
0x2eed5,0x42eed4,Sing,Chassis,???,0,0
0x2f3ae,0x42f3ad,Sing,Chassis,???,0,0
0x2f880,0x42f87f,Sing,Chassis,???,0,0
0x30331,0x430330,Sing,Chassis,???,0,0
0x30811,0x430810,Sing,Chassis,???,0,0
0x30bfe,0x430bfd,Sing,Chassis,???,0,0
0x311cc,0x4311cb,Sing,Chassis,???,0,0
0x31b96,0x431b95,Sing,Chassis,???,0,0
0x32076,0x432075,Sing,Chassis,???,0,0
0x32554,0x432553,Sing,Chassis,???,0,0
0x32a34,0x432a33,Sing,Chassis,???,0,0
0x2c402,0x42c401,Sing,Chassis,Front Wing Drag,0.054,0.054
0x2c8e2,0x42c8e1,Sing,Chassis,Front Wing Drag,0.054,0.054
0x2ccdf,0x42ccde,Sing,Chassis,Front Wing Drag,0.03,0.03
0x2d1bf,0x42d1be,Sing,Chassis,Front Wing Drag,0.03,0.03
0x2d698,0x42d697,Sing,Chassis,Front Wing Drag,0.03,0.03
0x2db6a,0x42db69,Sing,Chassis,Front Wing Drag,0.03,0.03
0x2e122,0x42e121,Sing,Chassis,Front Wing Drag,0.054,0.054
0x2e602,0x42e601,Sing,Chassis,Front Wing Drag,0.054,0.054
0x2e9ff,0x42e9fe,Sing,Chassis,Front Wing Drag,0.03,0.03
0x2eedf,0x42eede,Sing,Chassis,Front Wing Drag,0.03,0.03
0x2f3b8,0x42f3b7,Sing,Chassis,Front Wing Drag,0.03,0.03
0x2f88a,0x42f889,Sing,Chassis,Front Wing Drag,0.03,0.03
0x2fe41,0x42fe40,Sing,Chassis,Front Wing Drag,0.054,0.054
0x3033b,0x43033a,Sing,Chassis,Front Wing Drag,0.03,0.03
0x3081b,0x43081a,Sing,Chassis,Front Wing Drag,0.03,0.03
0x30cf4,0x430cf3,Sing,Chassis,Front Wing Drag,0.03,0.03
0x311d6,0x4311d5,Sing,Chassis,Front Wing Drag,0.03,0.03
0x316b6,0x4316b5,Sing,Chassis,Front Wing Drag,0.03,0.03
0x31ba0,0x431b9f,Sing,Chassis,Front Wing Drag,0.03,0.03
0x32080,0x43207f,Sing,Chassis,Front Wing Drag,0.03,0.03
0x3255e,0x43255d,Sing,Chassis,Front Wing Drag,0.03,0.03
0x32a3e,0x432a3d,Sing,Chassis,Front Wing Drag,0.03,0.03
0x2c40c,0x42c40b,Sing,Chassis,??? Front DownForce,-0.096,-0.096
0x2c8ec,0x42c8eb,Sing,Chassis,??? Front DownForce,-0.096,-0.096
0x2cdc9,0x42cdc8,Sing,Chassis,??? Front DownForce,-0.19,-0.19
0x2d2a9,0x42d2a8,Sing,Chassis,??? Front DownForce,-0.19,-0.19
0x2d6a2,0x42d6a1,Sing,Chassis,??? Front DownForce,-0.19,-0.19
0x2dc54,0x42dc53,Sing,Chassis,??? Front DownForce,-0.19,-0.19
0x2e12c,0x42e12b,Sing,Chassis,??? Front DownForce,-0.096,-0.096
0x2e60c,0x42e60b,Sing,Chassis,??? Front DownForce,-0.096,-0.096
0x2eae9,0x42eae8,Sing,Chassis,??? Front DownForce,-0.19,-0.19
0x2efc9,0x42efc8,Sing,Chassis,??? Front DownForce,-0.19,-0.19
0x2f3c2,0x42f3c1,Sing,Chassis,??? Front DownForce,-0.19,-0.19
0x2f974,0x42f973,Sing,Chassis,??? Front DownForce,-0.19,-0.19
0x2fe4b,0x42fe4a,Sing,Chassis,??? Front DownForce,-0.096,-0.096
0x30345,0x430344,Sing,Chassis,??? Front DownForce,-0.19,-0.19
0x30825,0x430824,Sing,Chassis,??? Front DownForce,-0.19,-0.19
0x30cfe,0x430cfd,Sing,Chassis,??? Front DownForce,-0.19,-0.19
0x311e0,0x4311df,Sing,Chassis,??? Front DownForce,-0.19,-0.19
0x316c0,0x4316bf,Sing,Chassis,??? Front DownForce,-0.05,-0.05
0x31baa,0x431ba9,Sing,Chassis,??? Front DownForce,-0.06,-0.06
0x3208a,0x432089,Sing,Chassis,??? Front DownForce,-0.06,-0.06
0x32568,0x432567,Sing,Chassis,??? Front DownForce,-0.06,-0.06
0x32a48,0x432a47,Sing,Chassis,??? Front DownForce,-0.06,-0.06
0x2c416,0x42c415,Sing,Chassis,??? Front Wing Size,0.03,0.03
0x2c8f6,0x42c8f5,Sing,Chassis,??? Front Wing Size,0.03,0.03
0x2cdd3,0x42cdd2,Sing,Chassis,??? Front Wing Size,0.08,0.08
0x2d2b3,0x42d2b2,Sing,Chassis,??? Front Wing Size,0.08,0.08
0x2d78c,0x42d78b,Sing,Chassis,??? Front Wing Size,0.08,0.08
0x2dc5e,0x42dc5d,Sing,Chassis,??? Front Wing Size,0.08,0.08
0x2e136,0x42e135,Sing,Chassis,??? Front Wing Size,0.03,0.03
0x2e616,0x42e615,Sing,Chassis,??? Front Wing Size,0.03,0.03
0x2eaf3,0x42eaf2,Sing,Chassis,??? Front Wing Size,0.08,0.08
0x2efd3,0x42efd2,Sing,Chassis,??? Front Wing Size,0.08,0.08
0x2f4ac,0x42f4ab,Sing,Chassis,??? Front Wing Size,0.08,0.08
0x2f97e,0x42f97d,Sing,Chassis,??? Front Wing Size,0.08,0.08
0x2fe55,0x42fe54,Sing,Chassis,??? Front Wing Size,0.03,0.03
0x3034f,0x43034e,Sing,Chassis,??? Front Wing Size,0.08,0.08
0x3082f,0x43082e,Sing,Chassis,??? Front Wing Size,0.08,0.08
0x30d08,0x430d07,Sing,Chassis,??? Front Wing Size,0.08,0.08
0x311ea,0x4311e9,Sing,Chassis,??? Front Wing Size,0.08,0.08
0x316ca,0x4316c9,Sing,Chassis,??? Front Wing Size,0.025,0.025
0x31bb4,0x431bb3,Sing,Chassis,??? Front Wing Size,0.025,0.025
0x32094,0x432093,Sing,Chassis,??? Front Wing Size,0.025,0.025
0x32572,0x432571,Sing,Chassis,??? Front Wing Size,0.025,0.025
0x32a52,0x432a51,Sing,Chassis,??? Front Wing Size,0.025,0.025
0x2c420,0x42c41f,Sing,Chassis,Rear Wing Drag,-0.0017,-0.0017
0x2c900,0x42c8ff,Sing,Chassis,Rear Wing Drag,-0.0017,-0.0017
0x2cddd,0x42cddc,Sing,Chassis,Rear Wing Drag,-0.0017,-0.0017
0x2d2bd,0x42d2bc,Sing,Chassis,Rear Wing Drag,-0.0017,-0.0017
0x2d796,0x42d795,Sing,Chassis,Rear Wing Drag,-0.0017,-0.0017
0x2dc68,0x42dc67,Sing,Chassis,Rear Wing Drag,-0.0017,-0.0017
0x2e140,0x42e13f,Sing,Chassis,Rear Wing Drag,-0.0017,-0.0017
0x2e620,0x42e61f,Sing,Chassis,Rear Wing Drag,-0.0017,-0.0017
0x2eafd,0x42eafc,Sing,Chassis,Rear Wing Drag,-0.0017,-0.0017
0x2efdd,0x42efdc,Sing,Chassis,Rear Wing Drag,-0.0017,-0.0017
0x2f4b6,0x42f4b5,Sing,Chassis,Rear Wing Drag,-0.0017,-0.0017
0x2f988,0x42f987,Sing,Chassis,Rear Wing Drag,-0.0017,-0.0017
0x2fe5f,0x42fe5e,Sing,Chassis,Rear Wing Drag,-0.0024,-0.0024
0x30359,0x430358,Sing,Chassis,Rear Wing Drag,-0.0022,-0.0022
0x30839,0x430838,Sing,Chassis,Rear Wing Drag,-0.0022,-0.0022
0x30d12,0x430d11,Sing,Chassis,Rear Wing Drag,-0.0022,-0.0022
0x311f4,0x4311f3,Sing,Chassis,Rear Wing Drag,-0.0022,-0.0022
0x316d4,0x4316d3,Sing,Chassis,Rear Wing Drag,-0.0015,-0.0015
0x31bbe,0x431bbd,Sing,Chassis,Rear Wing Drag,-0.0015,-0.0015
0x3209e,0x43209d,Sing,Chassis,Rear Wing Drag,-0.0015,-0.0015
0x3257c,0x43257b,Sing,Chassis,Rear Wing Drag,-0.0015,-0.0015
0x32a5c,0x432a5b,Sing,Chassis,Rear Wing Drag,-0.0015,-0.0015
0x2c42a,0x42c429,Sing,Chassis,??? Downforce,-0.01,-0.01
0x2c90a,0x42c909,Sing,Chassis,??? Downforce,-0.01,-0.01
0x2cde7,0x42cde6,Sing,Chassis,??? Downforce,-0.01,-0.01
0x2d2c7,0x42d2c6,Sing,Chassis,??? Downforce,-0.01,-0.01
0x2d7a0,0x42d79f,Sing,Chassis,??? Downforce,-0.01,-0.01
0x2dc72,0x42dc71,Sing,Chassis,??? Downforce,-0.01,-0.01
0x2e14a,0x42e149,Sing,Chassis,??? Downforce,-0.01,-0.01
0x2e62a,0x42e629,Sing,Chassis,??? Downforce,-0.01,-0.01
0x2eb07,0x42eb06,Sing,Chassis,??? Downforce,-0.01,-0.01
0x2efe7,0x42efe6,Sing,Chassis,??? Downforce,-0.01,-0.01
0x2f4c0,0x42f4bf,Sing,Chassis,??? Downforce,-0.01,-0.01
0x2f992,0x42f991,Sing,Chassis,??? Downforce,-0.01,-0.01
0x2fe69,0x42fe68,Sing,Chassis,??? Downforce,-0.011,-0.011
0x30363,0x430362,Sing,Chassis,??? Downforce,-0.01,-0.01
0x30843,0x430842,Sing,Chassis,??? Downforce,-0.01,-0.01
0x30d1c,0x430d1b,Sing,Chassis,??? Downforce,-0.01,-0.01
0x311fe,0x4311fd,Sing,Chassis,??? Downforce,-0.01,-0.01
0x316de,0x4316dd,Sing,Chassis,??? Downforce,-0.005,-0.005
0x31bce,0x431bcd,Sing,Chassis,??? Downforce,-0.005,-0.005
0x320ae,0x4320ad,Sing,Chassis,??? Downforce,-0.005,-0.005
0x3258c,0x43258b,Sing,Chassis,??? Downforce,-0.005,-0.005
0x32a6c,0x432a6b,Sing,Chassis,??? Downforce,-0.005,-0.005
0x2c434,0x42c433,Sing,Chassis,??? Rear Downforce,-0.004,-0.004
0x2c914,0x42c913,Sing,Chassis,??? Rear Downforce,-0.004,-0.004
0x2cdf1,0x42cdf0,Sing,Chassis,??? Rear Downforce,-0.004,-0.004
0x2d2d1,0x42d2d0,Sing,Chassis,??? Rear Downforce,-0.004,-0.004
0x2d7aa,0x42d7a9,Sing,Chassis,??? Rear Downforce,-0.004,-0.004
0x2dc7c,0x42dc7b,Sing,Chassis,??? Rear Downforce,-0.004,-0.004
0x2e154,0x42e153,Sing,Chassis,??? Rear Downforce,-0.004,-0.004
0x2e634,0x42e633,Sing,Chassis,??? Rear Downforce,-0.004,-0.004
0x2eb11,0x42eb10,Sing,Chassis,??? Rear Downforce,-0.004,-0.004
0x2eff1,0x42eff0,Sing,Chassis,??? Rear Downforce,-0.004,-0.004
0x2f4ca,0x42f4c9,Sing,Chassis,??? Rear Downforce,-0.004,-0.004
0x2f99c,0x42f99b,Sing,Chassis,??? Rear Downforce,-0.004,-0.004
0x2fe73,0x42fe72,Sing,Chassis,??? Rear Downforce,-0.005,-0.005
0x30373,0x430372,Sing,Chassis,??? Rear Downforce,-0.004,-0.004
0x30853,0x430852,Sing,Chassis,??? Rear Downforce,-0.004,-0.004
0x30d26,0x430d25,Sing,Chassis,??? Rear Downforce,-0.004,-0.004
0x3120e,0x43120d,Sing,Chassis,??? Rear Downforce,-0.004,-0.004
0x316fa,0x4316f9,Sing,Chassis,??? Rear Downforce,-0.003,-0.003
0x31bd8,0x431bd7,Sing,Chassis,??? Rear Downforce,-0.003,-0.003
0x320b8,0x4320b7,Sing,Chassis,??? Rear Downforce,-0.003,-0.003
0x32596,0x432595,Sing,Chassis,??? Rear Downforce,-0.003,-0.003
0x32a76,0x432a75,Sing,Chassis,??? Rear Downforce,-0.003,-0.003
0x2c444,0x42c443,Sing,Chassis,???,1,1
0x2c924,0x42c923,Sing,Chassis,???,1,1
0x2cdfb,0x42cdfa,Sing,Chassis,???,1,1
0x2d2db,0x42d2da,Sing,Chassis,???,1,1
0x2d7b4,0x42d7b3,Sing,Chassis,???,1,1
0x2dc86,0x42dc85,Sing,Chassis,???,1,1
0x2e164,0x42e163,Sing,Chassis,???,1,1
0x2e644,0x42e643,Sing,Chassis,???,1,1
0x2eb1b,0x42eb1a,Sing,Chassis,???,1,1
0x2effb,0x42effa,Sing,Chassis,???,1,1
0x2f4d4,0x42f4d3,Sing,Chassis,???,1,1
0x2f9a6,0x42f9a5,Sing,Chassis,???,1,1
0x2fe8f,0x42fe8e,Sing,Chassis,???,1.35,1.35
0x3037d,0x43037c,Sing,Chassis,???,1.35,1.35
0x3085d,0x43085c,Sing,Chassis,???,1.35,1.35
0x30d36,0x430d35,Sing,Chassis,???,1.35,1.35
0x31218,0x431217,Sing,Chassis,???,1.35,1.35
0x31704,0x431703,Sing,Chassis,???,0.9,0.9
0x31be2,0x431be1,Sing,Chassis,???,0.9,0.9
0x320c2,0x4320c1,Sing,Chassis,???,0.9,0.9
0x325a0,0x43259f,Sing,Chassis,???,0.9,0.9
0x32a80,0x432a7f,Sing,Chassis,???,0.9,0.9
0x2c44e,0x42c44d,Sing,Chassis,???,1,1
0x2c92e,0x42c92d,Sing,Chassis,???,1,1
0x2ce0b,0x42ce0a,Sing,Chassis,???,1,1
0x2d2eb,0x42d2ea,Sing,Chassis,???,1,1
0x2d7be,0x42d7bd,Sing,Chassis,???,1,1
0x2dc96,0x42dc95,Sing,Chassis,???,1,1
0x2e16e,0x42e16d,Sing,Chassis,???,1,1
0x2e64e,0x42e64d,Sing,Chassis,???,1,1
0x2eb2b,0x42eb2a,Sing,Chassis,???,1,1
0x2f00b,0x42f00a,Sing,Chassis,???,1,1
0x2f4de,0x42f4dd,Sing,Chassis,???,1,1
0x2f9b6,0x42f9b5,Sing,Chassis,???,1,1
0x2fe99,0x42fe98,Sing,Chassis,???,1.15,1.15
0x30387,0x430386,Sing,Chassis,???,1.15,1.15
0x30867,0x430866,Sing,Chassis,???,1.15,1.15
0x30d40,0x430d3f,Sing,Chassis,???,1.15,1.15
0x31222,0x431221,Sing,Chassis,???,1.15,1.15
0x3170e,0x43170d,Sing,Chassis,???,0.9,0.9
0x31bec,0x431beb,Sing,Chassis,???,0.9,0.9
0x320cc,0x4320cb,Sing,Chassis,???,0.9,0.9
0x325aa,0x4325a9,Sing,Chassis,???,0.9,0.9
0x32a8a,0x432a89,Sing,Chassis,???,0.9,0.9
0x2c458,0x42c457,Sing,Chassis,???,0.07666666,0.07666666
0x2c938,0x42c937,Sing,Chassis,???,0.07666666,0.07666666
0x2ce15,0x42ce14,Sing,Chassis,???,0.08333333,0.08333333
0x2d2f5,0x42d2f4,Sing,Chassis,???,0.09333333,0.09333333
0x2d7ce,0x42d7cd,Sing,Chassis,???,0.09333333,0.09333333
0x2dca0,0x42dc9f,Sing,Chassis,???,0.09333333,0.09333333
0x2e178,0x42e177,Sing,Chassis,???,0.07666666,0.07666666
0x2e658,0x42e657,Sing,Chassis,???,0.07666666,0.07666666
0x2eb35,0x42eb34,Sing,Chassis,???,0.08333333,0.08333333
0x2f015,0x42f014,Sing,Chassis,???,0.09333333,0.09333333
0x2f4ee,0x42f4ed,Sing,Chassis,???,0.09333333,0.09333333
0x2f9c0,0x42f9bf,Sing,Chassis,???,0.09333333,0.09333333
0x2fea3,0x42fea2,Sing,Chassis,???,0.07666666,0.07666666
0x30391,0x430390,Sing,Chassis,???,0.08333333,0.08333333
0x30871,0x430870,Sing,Chassis,???,0.09333333,0.09333333
0x30d4a,0x430d49,Sing,Chassis,???,0.09333333,0.09333333
0x3122c,0x43122b,Sing,Chassis,???,0.09333333,0.09333333
0x31718,0x431717,Sing,Chassis,???,0.07666666,0.07666666
0x31bf6,0x431bf5,Sing,Chassis,???,0.08333333,0.08333333
0x320d6,0x4320d5,Sing,Chassis,???,0.09333333,0.09333333
0x325b4,0x4325b3,Sing,Chassis,???,0.09333333,0.09333333
0x32a94,0x432a93,Sing,Chassis,???,0.09333333,0.09333333
0x2c462,0x42c461,Sing,Chassis,???,-0.036,-0.036
0x2c942,0x42c941,Sing,Chassis,???,-0.036,-0.036
0x2ce1f,0x42ce1e,Sing,Chassis,???,-0.044,-0.044
0x2d2ff,0x42d2fe,Sing,Chassis,???,-0.056,-0.056
0x2d7d8,0x42d7d7,Sing,Chassis,???,-0.056,-0.056
0x2dcaa,0x42dca9,Sing,Chassis,???,-0.044,-0.044
0x2e182,0x42e181,Sing,Chassis,???,-0.036,-0.036
0x2e662,0x42e661,Sing,Chassis,???,-0.036,-0.036
0x2eb3f,0x42eb3e,Sing,Chassis,???,-0.044,-0.044
0x2f01f,0x42f01e,Sing,Chassis,???,-0.056,-0.056
0x2f4f8,0x42f4f7,Sing,Chassis,???,-0.056,-0.056
0x2f9ca,0x42f9c9,Sing,Chassis,???,-0.044,-0.044
0x2fead,0x42feac,Sing,Chassis,???,-0.036,-0.036
0x3039b,0x43039a,Sing,Chassis,???,-0.044,-0.044
0x3087b,0x43087a,Sing,Chassis,???,-0.056,-0.056
0x30d54,0x430d53,Sing,Chassis,???,-0.056,-0.056
0x31236,0x431235,Sing,Chassis,???,-0.044,-0.044
0x31722,0x431721,Sing,Chassis,???,-0.036,-0.036
0x31c00,0x431bff,Sing,Chassis,???,-0.044,-0.044
